ID_Sample	TaxID	Refseq	Counts	name	Species	Genus	Family	Order	Class	Phylum	Kingdom	Domain	ID	ExperimentalGroup	BodyWeight.g	BALFneutrophils..	BALFneutrophils.abs	CD4.IL.17..	CD11b.Ly6G.LFA1..	CD4.LFA1.RORgT..	Syndecan1.ngml	HeparanSulfate1.pgml	NumberReads	RelativeAbundance	FreqAlignment
ID1	208479	NR_113410.1	8	Enterocloster bolteae	Enterocloster bolteae	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.355397601066193	81.8545454545455
ID1	307126	NR_042367.1	3	Ligilactobacillus apodemi	Ligilactobacillus apodemi	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	320502	NR_115345.1	1	Acetivibrio alkalicellulosi	Acetivibrio alkalicellulosi	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	342942	NR_112553.1	2	Mediterraneibacter glycyrrhizinilyticus	Mediterraneibacter glycyrrhizinilyticus	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	358742	NR_043680.1	9	Enterocloster aldenensis	Enterocloster aldenensis	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	358743	NR_043681.1	2	Enterocloster citroniae	Enterocloster citroniae	Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	471875	NR_027579.1	1	[Ruminococcus] lactaris ATCC 29176	[Ruminococcus] lactaris	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	557436	NR_075036.1	6	Limosilactobacillus reuteri subsp. reuteri	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.266548200799645	81.8545454545455
ID1	557436	NR_119069.1	1	Limosilactobacillus reuteri subsp. reuteri	Limosilactobacillus reuteri	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	911238	NR_043146.1	3	Staphylococcus simiae CCM 7213 = CCUG 51256	Staphylococcus simiae	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	985002	NR_181984.1	1	Staphylococcus argenteus	Staphylococcus argenteus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1298596	NR_116747.1	1	[Ruminococcus] faecis JCM 15917	[Ruminococcus] faecis	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1408099	NR_178255.1	574	Fusimonas intestini	Fusimonas intestini	Fusimonas	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	25.4997778764993	81.8545454545455
ID1	1469948	NR_156077.1	35	Kineothrix alysoides	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	1.55486450466459	81.8545454545455
ID1	1469948	NR_156079.1	4	Kineothrix alysoides	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	1469948	NR_156080.1	2	Kineothrix alysoides	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	1469948	NR_156081.1	22	Kineothrix alysoides	Kineothrix alysoides	Kineothrix	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.97734340293203	81.8545454545455
ID1	1499684	NR_179391.1	4	Clostridium jeddahitimonense	Clostridium jeddahitimonense	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	1507512	NR_178864.1	5	Romboutsia hominis	Romboutsia hominis	Romboutsia	Peptostreptococcaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.22212350066637	81.8545454545455
ID1	1576610	NR_151917.1	2	Helicobacter apri	Helicobacter apri	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	1628085	NR_151982.1	9	Agathobaculum butyriciproducens	Agathobaculum butyriciproducens	Agathobaculum	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	1643805	NR_153710.1	1	Peptococcus simiae	Peptococcus simiae	Peptococcus	Peptococcaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1650661	NR_179410.1	10	Clostridium phoceensis	Clostridium phoceensis	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.444247001332741	81.8545454545455
ID1	1673720	NR_179417.1	5	Anaerotruncus massiliensis (ex Togo et al. 2019)	Anaerotruncus massiliensis	Anaerotruncus	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.22212350066637	81.8545454545455
ID1	1673721	NR_179418.1	2	Intestinimonas massiliensis (ex Afouda et al. 2020)	Intestinimonas massiliensis	Intestinimonas	NA	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	1677857	NR_152684.1	1	Acetivibrio saccincola	Acetivibrio saccincola	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1689270	NR_179423.1	2	Intestinimonas timonensis	Intestinimonas timonensis	Intestinimonas	NA	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	1727145	NR_179183.1	1	Anaerocolumna chitinilytica	Anaerocolumna chitinilytica	Anaerocolumna	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1763509	NR_148620.1	5	Lachnotalea glycerini	Lachnotalea glycerini	Lachnotalea	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.22212350066637	81.8545454545455
ID1	1769424	NR_157747.1	2	Limosilactobacillus caviae	Limosilactobacillus caviae	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	1776382	NR_144736.1	9	Neglectibacter timonensis	Neglectibacter timonensis	Neglectibacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	1776384	NR_144737.1	9	Emergencia timonensis	Emergencia timonensis	Emergencia	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	1776392	NR_144738.1	1	Massilimicrobiota timonensis	Massilimicrobiota timonensis	Massilimicrobiota	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1796616	NR_178840.1	9	Blautia pseudococcoides	Blautia pseudococcoides	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	1812858	NR_176499.1	1	Anaerosacchariphilus polymeriproducens	Anaerosacchariphilus polymeriproducens	Anaerosacchariphilus	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1841857	NR_144745.1	18	Culturomica massiliensis	Culturomica massiliensis	Culturomica	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.799644602398934	81.8545454545455
ID1	1852384	NR_179539.1	4	Massiliimalia massiliensis	Massiliimalia massiliensis	Massiliimalia	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	1862668	NR_156909.1	6	Ileibacterium valens	Ileibacterium valens	Ileibacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.266548200799645	81.8545454545455
ID1	1862672	NR_156910.1	161	Dubosiella newyorkensis	Dubosiella newyorkensis	Dubosiella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	7.15237672145713	81.8545454545455
ID1	1870991	NR_179547.1	5	Massilioclostridium coli	Massilioclostridium coli	Massilioclostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.22212350066637	81.8545454545455
ID1	1870993	NR_179548.1	4	Coprococcus phoceensis	Coprococcus phoceensis	Coprococcus	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	1871006	NR_179552.1	1	Bacteroides congonensis	Bacteroides congonensis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1871013	NR_179556.1	4	Parabacteroides timonensis	Parabacteroides timonensis	Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	1871018	NR_179559.1	3	Angelakisella massiliensis	Angelakisella massiliensis	Angelakisella	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	1912896	NR_159117.1	1	Bacteroides koreensis	Bacteroides koreensis	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1917888	NR_179584.1	1	Blautia phocaeensis	Blautia phocaeensis	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	1926283	NR_179587.1	6	Lachnoclostridium edouardi	Lachnoclostridium edouardi	Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.266548200799645	81.8545454545455
ID1	1944642	NR_179603.1	3	Marasmitruncus massiliensis	Marasmitruncus massiliensis	Marasmitruncus	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2002841	NR_179627.1	3	Konateibacter massiliensis	Konateibacter massiliensis	Konateibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2014528	NR_179631.1	2	Corynebacterium dentalis	Corynebacterium dentalis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2020948	NR_179784.1	2	Romboutsia maritimum	Romboutsia maritimum	Romboutsia	Peptostreptococcaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2025493	NR_163637.1	2	Blautia hominis	Blautia hominis	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2044587	NR_165013.1	4	Schaedlerella arabinosiphila	Schaedlerella arabinosiphila	Schaedlerella	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	2068655	NR_173632.1	2	Novisyntrophococcus fermenticellae	Novisyntrophococcus fermenticellae	Novisyntrophococcus	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2093857	NR_176530.1	3	Dysosmobacter welbionis	Dysosmobacter welbionis	Dysosmobacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2094150	NR_179975.1	22	Duncaniella muris	Duncaniella muris	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.97734340293203	81.8545454545455
ID1	2094151	NR_179976.1	77	Paramuribaculum intestinale	Paramuribaculum intestinale	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	3.42070191026211	81.8545454545455
ID1	2107999	NR_179257.1	2	Lactobacillus paragasseri	Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2107999	NR_179379.1	270	Lactobacillus paragasseri	Lactobacillus paragasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	11.994669035984	81.8545454545455
ID1	2108523	NR_173697.1	19	Lawsonibacter asaccharolyticus	Lawsonibacter asaccharolyticus	Lawsonibacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.844069302532208	81.8545454545455
ID1	2126740	NR_179173.1	12	Clostridium fessum	Clostridium fessum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.533096401599289	81.8545454545455
ID1	2133944	NR_173659.1	9	Pseudoprevotella muciniphila	Pseudoprevotella muciniphila	Pseudoprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.399822301199467	81.8545454545455
ID1	2164149	NR_169458.1	3	Tepidibaculum saccharolyticum	Tepidibaculum saccharolyticum	Tepidibaculum	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2211183	NR_180148.1	3	Evtepia gabavorous	Evtepia gabavorous	Evtepia	NA	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2219695	NR_179494.1	2	Luxibacter massiliensis	Luxibacter massiliensis	Luxibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2358141	NR_165727.1	7	Anaerotignum faecicola	Anaerotignum faecicola	Anaerotignum	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.310972900932919	81.8545454545455
ID1	2478464	NR_179254.1	1	Enterobacter oligotrophicus	Enterobacter oligotrophicus	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	2479838	NR_179447.1	3	Clostridium transplantifaecale	Clostridium transplantifaecale	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.133274100399822	81.8545454545455
ID1	2487273	NR_180309.1	2	Acetivibrio mesophilus	Acetivibrio mesophilus	Acetivibrio	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0888494002665482	81.8545454545455
ID1	2518971	NR_170508.1	211	Duncaniella dubosii	Duncaniella dubosii	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	9.37361172812084	81.8545454545455
ID1	2530390	NR_180431.1	75	Muribaculum gordoncarteri	Muribaculum gordoncarteri	Muribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	3.33185250999556	81.8545454545455
ID1	2530391	NR_170509.1	77	Duncaniella freteri	Duncaniella freteri	Duncaniella	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	3.42070191026211	81.8545454545455
ID1	2576756	NR_174324.1	1	Caproicibacter fermentans	Caproicibacter fermentans	Caproicibacter	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
ID1	2594882	NR_180671.1	60	Mediterraneibacter catenae	Mediterraneibacter catenae	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	2.66548200799645	81.8545454545455
ID1	2601703	NR_180717.1	8	Heminiphilus faecis	Heminiphilus faecis	Heminiphilus	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.355397601066193	81.8545454545455
ID1	2605778	NR_180797.1	4	Clostridium porci	Clostridium porci	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.177698800533096	81.8545454545455
ID1	2605782	NR_180811.1	5	Desulfovibrio porci	Desulfovibrio porci	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.22212350066637	81.8545454545455
ID1	2606629	NR_180828.1	12	Floccifex porci	Floccifex porci	Floccifex	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.533096401599289	81.8545454545455
ID1	2606634	NR_180823.1	1	Velocimicrobium porci	Velocimicrobium porci	Velocimicrobium	Lachnospiraceae	Eubacteriales	Clostridia	Bacillota	NA	Bacteria	ID1-Sample-1	LFD	21,9	0	0	1,55	15,7	28,3	8,005	106,616	2750	0.0444247001332741	81.8545454545455
